Sensor_ID,Press_Count,Max_Resistance_Change_Ohms,Avg_Resistance_Change_Ohms,Baseline_Resistance_Ohms,Max_Resistance_Ohms,Avg_Resistance_Ohms,Min_Resistance_Ohms
1082,28,14510.120000000003,10196.10142857143,35335.6,49845.72,45531.70142857143,40630.89
1083,28,15235.239999999998,11578.318214285717,37558.35,52793.59,49136.668214285724,44707.67
1084,28,18140.870000000003,14147.743571428571,39887.21,58028.08,54034.95357142857,49496.55
1086,28,27924.980000000003,15961.334642857142,40568.07,68493.05,56529.40464285714,51654.79
1087,28,21886.100000000006,17495.198214285712,43840.75,65726.85,61335.94821428571,56476.62
1090,28,18973.699999999997,14418.91357142857,40442.9,59416.6,54861.813571428575,50377.22
1091,28,16128.07,12594.698571428571,40132.67,56260.74,52727.36857142857,48139.58
1092,28,17447.609999999993,13309.627499999993,41267.73,58715.34,54577.3575,48980.34
1157,28,25078.54999999999,15747.24035714285,83177.96,108256.51,98925.20035714285,92531.65
1175,28,23638.050000000003,15906.090000000006,79699.56,103337.61,95605.65000000002,89051.75
1181,28,26078.210000000006,17749.456428571437,79503.01,105581.22,97252.46642857141,90513.82
1182,28,38221.59999999999,18271.75321428571,72123.99,110345.59,90395.74321428571,80494.47
1195,28,23968.089999999997,16246.878928571436,70663.95,94632.04,86910.82892857143,81713.57
1249,28,571017.1799999999,183731.2742857143,79503.01,650520.19,263234.2842857143,123295.2
1250,28,488051.05,167818.57428571425,78725.33,566776.38,246543.9042857143,115134.95
1253,28,452715.8,177170.30857142856,76106.58,528822.38,253276.88857142857,119086.36
1254,28,462711.7200000001,164622.6910714286,73296.59,536008.31,237919.2810714286,112143.66
1255,28,471858.4,167561.39500000002,79112.48,550970.88,246673.87500000003,114373.48
1257,28,322122.97,147762.9660714286,73296.59,395419.56,221059.5560714286,107238.9
1258,28,386001.29000000004,158393.57571428572,74678.3,460679.59,233071.8757142857,112509.73
1259,28,352533.09,146063.2225,77772.0,430305.09,223835.22250000006,115134.95
1261,28,394547.58,145781.58785714285,77209.76,471757.34,222991.34785714286,113248.5
1262,28,419082.84,157245.97000000003,76471.19,495554.03,233717.15999999995,110345.59
1263,28,373993.17,141688.69499999998,76106.58,450099.75,217795.275,112509.73
1264,28,472245.55,161382.75714285715,78725.33,550970.88,240108.08714285708,109992.31
1265,28,324755.61,131675.41535714286,70663.95,395419.56,202339.36535714287,105255.28
1274,28,395574.14,145656.99035714284,81919.95,477494.09,227576.94035714283,114753.04
1275,28,350408.11000000004,143136.08392857146,79896.98,430305.09,223033.06392857144,115134.95
1277,28,370596.74,142343.71571428573,79503.01,450099.75,221846.7257142857,114373.48
1282,28,385050.2,156353.56750000003,86707.14,471757.34,243060.7075,113248.5
1283,28,405785.18999999994,149040.16821428572,77583.78,483368.97,226623.94821428572,113621.23
1284,28,524929.8,148629.74142857143,76288.51,601218.31,224918.25142857144,111058.42
1286,28,604818.72,245901.275,103652.78,708471.5,349554.0549999999,121579.19
1290,28,537305.3400000001,509990.4482142857,183998.22,721303.56,693988.6682142856,247485.06
1383,28,40417.46,18282.865714285716,38695.02,79112.48,56977.88571428571,45754.95
1431,28,56496.32,21004.952857142864,46216.13,102712.45,67221.08285714287,54378.94
1479,28,39521.57,16304.789999999997,45831.29,85352.86,62136.079999999994,54787.84
1527,28,37064.37,15320.74892857143,37613.93,74678.3,52934.678928571426,44126.66
1623,28,25640.059999999998,11998.743928571434,34252.03,59892.09,46250.77392857143,39644.14
1671,28,20418.42,10695.24035714286,29603.42,50021.84,40298.660357142864,34836.58
1719,28,31063.420000000006,15395.673214285716,40568.07,71631.49,55963.743214285714,47081.7
1767,28,24352.599999999995,11167.951785714282,31374.49,55727.09,42542.44178571429,36579.68
1861,28,14810.849999999999,8745.325714285713,35034.87,49845.72,43780.19571428571,40630.89
1863,28,33636.780000000006,17815.499642857147,37669.63,71306.41,55485.129642857144,47001.92
1911,28,25014.15,12647.466785714289,32675.42,57689.57,45322.88678571429,38753.28
1945,28,437928.5,272415.8071428572,550970.88,988899.38,823386.6871428571,661350.38
1948,28,452891.06999999995,262714.6178571428,536008.31,988899.38,798722.9278571428,601218.31
1954,28,304787.06999999995,170691.42714285705,684112.31,988899.38,854803.7371428569,762705.19
1955,28,422123.0,300218.70749999996,566776.38,988899.38,866995.0875000001,708471.5
1956,28,437928.5,305037.2403571429,550970.88,988899.38,856008.1203571426,672541.69
1957,28,281082.75,250783.42750000002,661350.38,942433.13,912133.8075,777567.38
1963,28,200784.31000000006,164815.88107142868,592227.94,793012.25,757043.8210714284,696081.88
2007,28,32635.54,15795.013214285713,38348.37,70983.91,54143.383214285706,46843.01
2016,28,108589.63,108589.62999999999,880309.75,988899.38,988899.3799999999,988899.38
2022,28,280427.88,259080.56749999998,708471.5,988899.38,967552.0674999999,920784.13
2030,28,151703.68999999994,151703.68999999994,748393.56,900097.25,900097.25,900097.25
2101,28,11137.619999999999,7679.559642857143,30389.34,41526.96,38068.89964285714,35640.36
2103,28,25860.28,16307.840714285716,32855.06,58715.34,49162.90071428572,42186.62
2114,28,316887.79,190197.14821428567,460679.59,777567.38,650876.7382142855,536008.31
2115,28,512128.04,246676.28535714283,430305.09,942433.13,676981.3753571428,536008.31
2117,28,492333.38,223864.05499999996,450099.75,942433.13,673963.8049999999,515003.19
2118,28,388042.09,205557.8117857143,421032.91,809075.0,626590.7217857142,471757.34
2119,28,517142.04,262062.73535714284,471757.34,988899.38,733820.0753571426,536008.31
2120,28,533569.85,249204.86678571426,455329.53,988899.38,704534.3967857144,521823.06
2121,28,354871.02999999997,215518.61500000005,407834.16,762705.19,623352.775,495554.03
2123,28,487103.6,283431.5567857143,455329.53,942433.13,738761.0867857141,550970.88
2124,28,548914.47,267883.3889285714,439984.91,988899.38,707868.2989285713,495554.03
2125,28,534808.0999999999,289132.9985714285,430305.09,965113.19,719438.0885714286,536008.31
2126,28,548914.47,323704.1803571428,439984.91,988899.38,763689.0903571428,508356.06
2127,28,544080.28,270254.0467857143,421032.91,965113.19,691286.9567857143,536008.31
2128,28,487103.6,333587.8760714285,455329.53,942433.13,788917.4060714284,566776.38
2129,28,567866.47,249975.06535714283,421032.91,988899.38,671007.9753571426,521823.06
2131,28,459064.16000000003,217286.33642857143,483368.97,942433.13,700655.3064285712,536008.31
2132,28,493355.8499999999,258819.46321428567,471757.34,965113.19,730576.8032142856,543388.5
2134,28,481753.54,262052.48749999996,460679.59,942433.13,722732.0775,521823.06
2151,28,538799.63,294635.97964285716,450099.75,988899.38,744735.729642857,521823.06
2160,28,502448.22000000003,276421.7546428571,439984.91,942433.13,716406.6646428572,583498.19
2161,28,431059.3499999999,242217.03749999992,430305.09,861364.44,672522.1275000001,550970.88
2164,28,397592.69,238840.80964285717,395419.56,793012.25,634260.3696428571,536008.31
2165,28,480799.22000000003,243928.80535714288,439984.91,920784.13,683913.7153571427,536008.31
2167,28,521400.22000000003,236315.88428571427,421032.91,942433.13,657348.7942857144,471757.34
2168,28,449997.5,206126.11535714284,450099.75,900097.25,656225.8653571428,528822.38
2169,28,516813.41000000003,163376.14678571429,425619.72,942433.13,588995.8667857143,483368.97
2170,28,364088.87,238982.29035714283,444986.13,809075.0,683968.4203571429,521823.06
2171,28,481753.54,210241.08607142852,460679.59,942433.13,670920.6760714286,521823.06
2172,28,498959.0999999999,188877.4528571428,466154.09,965113.19,655031.5428571427,550970.88
2173,28,481753.54,247474.78178571424,460679.59,942433.13,708154.3717857142,543388.5
2174,28,548914.47,268587.83035714284,439984.91,988899.38,708572.7403571426,521823.06
2175,28,502448.22000000003,216853.1,439984.91,942433.13,656838.0099999999,528822.38
2178,28,465004.87,209791.93142857138,435092.38,900097.25,644884.3114285715,536008.31
2180,28,469559.1599999999,211035.6896428571,495554.03,965113.19,706589.719642857,566776.38
2181,28,517142.04,246879.99785714276,471757.34,988899.38,718637.337857143,550970.88
2182,28,487103.6,244481.06285714285,455329.53,942433.13,699810.5928571429,575017.88
2184,28,492333.38,222573.57821428566,450099.75,942433.13,672673.3282142857,536008.31
2295,28,403821.1599999999,134644.44499999998,358884.03,762705.19,493528.47500000003,395419.56
1096,27,437928.5,267352.8122222222,550970.88,988899.38,818323.6922222221,640033.69
1924,27,304787.06999999995,213401.73259259257,684112.31,988899.38,897514.0425925925,762705.19
1931,27,254297.13,191558.2451851852,734602.25,988899.38,926160.4951851852,861364.44
2154,27,229834.33000000002,103299.26222222221,93048.8,322883.13,196348.06222222224,103337.61
130,27,32533.5,17027.40888888889,90761.7,123295.2,107789.10888888886,100279.32
134,27,177430.24,48910.39888888889,113621.23,291051.47,162531.6288888889,125504.14
1214,27,616220.66,256406.69666666668,372678.72,988899.38,629085.4166666666,421032.91
1218,27,657691.04,237517.53592592588,331208.34,988899.38,568725.8759259259,372678.72
65,27,52505.25,29218.328148148154,129670.22,182175.47,158888.54814814814,146809.88
137,27,50394.479999999996,23752.61370370371,94632.04,145026.52,118384.65370370372,104931.19
1209,27,642850.47,222489.42000000007,346048.91,988899.38,568538.33,395419.56
2012,27,45588.850000000006,26572.06333333333,89534.38,135123.23,116106.44333333333,99687.32
234,27,910557.86,414038.98629629624,78341.52,988899.38,492380.50629629643,87631.56
1127,27,32951.16,11577.580370370373,48556.95,81508.11,60134.53037037036,54378.94
1128,27,36603.06,10784.94555555556,47001.92,83604.98,57786.865555555545,52697.09
1133,27,36825.68,12803.472592592589,51748.12,88573.8,64551.59259259259,58484.71
1159,27,23202.979999999996,13405.265925925927,84035.92,107238.9,97441.18592592595,93048.8
1198,27,178335.11,80028.46296296296,225277.3,403612.41,305305.76296296297,250766.73
1199,27,178335.11,80028.46296296296,225277.3,403612.41,305305.76296296297,250766.73
1200,27,533569.85,306116.414074074,455329.53,988899.38,761445.944074074,550970.88
1202,27,548914.47,266330.00111111114,439984.91,988899.38,706314.911111111,521823.06
1203,27,558594.29,233093.87074074073,430305.09,988899.38,663398.9607407408,477494.09
1204,27,504677.69,246536.14740740738,395419.56,900097.25,641955.7074074075,439984.91
1215,27,586707.44,238304.16333333333,334076.69,920784.13,572380.8533333333,376290.09
1234,27,601354.5,242538.53222222222,387544.88,988899.38,630083.4122222223,430305.09
1436,27,54781.890000000014,31328.42888888889,103652.78,158434.67,134981.20888888888,119086.36
1484,27,58917.600000000006,35208.87592592593,105255.28,164172.88,140464.15592592594,115905.77
1820,27,35008.55,19268.877407407414,68644.23,103652.78,87913.1074074074,75745.02
2199,27,480543.32,225860.14518518522,508356.06,988899.38,734216.2051851852,566776.38
2300,27,304787.06999999995,215590.11444444445,684112.31,988899.38,899702.4244444444,762705.19
2031,27,226194.19000000006,191564.01037037044,762705.19,988899.38,954269.2003703701,861364.44
2053,27,226194.19000000006,176255.88037037043,762705.19,988899.38,938961.0703703702,861364.44
961,27,29209.120000000003,13613.114444444444,39283.93,68493.05,52897.044444444444,44707.67
970,27,25742.170000000006,12590.414444444448,37669.63,63411.8,50260.044444444444,42863.36
972,27,23136.25,13601.75925925926,33776.39,56912.64,47378.14925925926,41332.29
973,27,27681.39,12617.621111111112,36262.32,63943.71,48879.94111111111,41920.75
975,27,25925.049999999996,13696.404814814812,35184.73,61109.78,48881.13481481481,41986.96
977,27,22135.659999999996,13226.905925925927,36579.68,58715.34,49806.58592592594,44707.67
978,27,18634.86,11257.80037037037,35845.82,54480.68,47103.62037037038,41788.82
980,27,19359.719999999994,12052.525925925924,36473.41,55833.13,48525.93592592593,44126.66
982,27,22189.0,12004.191851851854,37227.6,59416.6,49231.791851851856,43557.83
984,27,17462.179999999993,10954.637777777774,35234.91,52697.09,46189.54777777777,40442.9
988,27,20488.53,11398.22481481481,39165.01,59653.54,50563.23481481481,45754.95
990,27,31260.53,12985.546296296296,39403.42,70663.95,52388.96629629629,45002.86
991,27,25744.749999999993,14387.466666666664,41267.73,67012.48,55655.19666666666,46922.36
993,27,23320.910000000003,11482.982592592594,40756.99,64077.9,52239.972592592596,46449.59
994,27,20427.980000000003,12189.752222222225,38753.28,59181.26,50943.032222222224,44054.89
996,27,20130.059999999998,12014.33074074074,39523.48,59653.54,51537.810740740744,44561.25
1003,27,21197.07,12186.359629629633,38695.02,59892.09,50881.37962962963,43698.91
1028,27,27665.909999999996,15395.004074074075,42522.82,70188.73,57917.82407407407,48641.14
1170,27,21166.84000000001,12720.057777777783,79112.48,100279.32,91832.53777777778,87398.81
1178,27,22591.17,14087.061111111121,79503.01,102094.18,93590.07111111109,89051.75
1179,27,26264.149999999994,15880.21407407407,82335.49,108599.64,98215.70407407406,92019.64
1180,27,18960.73999999999,12950.20407407407,71306.41,90267.15,84256.61407407407,79112.48
1186,27,19741.67,13438.568518518521,72789.98,92531.65,86228.54851851852,82127.26
1188,27,19881.22,13574.003703703696,71631.49,91512.71,85205.4937037037,80294.42
1312,27,26250.569999999992,11578.548148148146,57354.41,83604.98,68932.95814814816,63676.8
1381,27,17631.660000000003,10049.05851851852,35845.82,53477.48,45894.87851851852,41139.08
1429,27,20469.72,10896.484814814812,41139.08,61608.8,52035.5648148148,47565.14
1815,27,22993.06,10323.213703703705,27384.16,50377.22,37707.3737037037,32855.06
1847,27,10098.25,7194.37,31040.83,41139.08,38235.200000000004,36053.13
1946,27,280427.88,222243.94259259256,708471.5,988899.38,930715.4425925926,793012.25
2116,27,469792.16,232521.6303703703,430305.09,900097.25,662826.7203703703,483368.97
2155,27,492263.09,200926.0318518519,407834.16,900097.25,608760.1918518519,483368.97
1338,27,874903.17,489238.32814814814,113996.21,988899.38,603234.5381481482,137745.05
1386,27,825594.15,385290.2662962963,74503.1,900097.25,459793.36629629624,91512.71
1434,27,834076.99,461577.37518518505,86707.14,920784.13,548284.5151851852,107915.35
1530,27,815001.97,359094.53481481475,65307.78,880309.75,424402.3148148149,72958.16
1844,27,14641.730000000003,7916.015185185186,30509.92,45151.65,38425.93518518518,35640.36
2019,27,226194.19000000006,226194.1900000001,762705.19,988899.38,988899.3799999999,988899.38
2024,27,179727.94000000006,179727.9400000001,762705.19,942433.13,942433.1299999999,942433.13
2104,26,636546.5,295778.5746153846,352352.88,988899.38,648131.4546153846,395419.56
40,26,367415.25,194182.76538461537,575017.88,942433.13,769200.6453846153,640033.69
1672,26,582542.25,211444.00615384616,317555.0,900097.25,528999.0061538463,358884.03
1816,26,480258.74999999994,241969.72307692308,282446.44,762705.19,524416.163076923,328387.41
115,26,27164.64,14035.867307692313,82127.26,109291.9,96163.12730769231,91010.8
1220,26,642850.47,270514.51923076925,346048.91,988899.38,616563.4292307693,395419.56
1221,26,495709.5999999999,241691.81038461535,365654.84,861364.44,607346.6503846154,403612.41
54,26,38893.11,25968.382692307692,130631.02,169524.13,156599.40269230772,144441.03
57,26,39102.07000000001,24869.15846153846,127324.66,166426.73,152193.81846153847,142142.66
72,26,41919.21000000001,23222.533076923082,129194.73,171113.94,152417.2630769231,142142.66
79,26,55375.29000000001,27145.170769230775,138280.8,193656.09,165425.97076923077,153062.25
92,26,70091.98999999999,34690.38769230768,138820.45,208912.44,173510.83769230772,158434.67
142,26,98694.54999999999,47193.01307692305,213700.14,312394.69,260893.1530769231,241163.34
143,26,98694.54999999999,47193.01307692305,213700.14,312394.69,260893.1530769231,241163.34
1224,26,648938.91,252080.06807692308,339960.47,988899.38,592040.538076923,376290.09
2186,26,487103.6,195151.2219230769,455329.53,942433.13,650480.7519230768,508356.06
23,26,15161.649999999994,9729.828846153845,39523.48,54685.13,49253.30884615386,44634.36
75,26,54039.75,28692.424230769226,135640.13,189679.88,164332.55423076922,150502.45
1142,26,44553.11000000001,27627.503461538465,59416.6,103969.71,87044.10346153846,66150.61
1145,26,90930.83,36656.82846153846,88573.8,179504.63,125230.62846153848,98811.18
1193,26,112875.07999999999,42653.928076923075,134609.98,247485.06,177263.90807692314,151772.23
1223,26,562462.88,203529.04884615386,379970.25,942433.13,583499.2988461539,421032.91
1231,26,593479.8200000001,222914.19923076924,395419.56,988899.38,618333.7592307694,450099.75
1239,26,538799.63,285596.6146153846,450099.75,988899.38,735696.3646153845,536008.31
21,26,17731.6,10846.900769230766,38636.91,56368.51,49483.810769230775,44054.89
960,26,28387.929999999993,13554.41192307692,40256.3,68644.23,53810.71192307693,47161.71
964,26,30752.93,13355.447692307693,38348.37,69101.3,51703.81769230769,44126.66
965,26,26774.969999999994,13096.696923076921,38811.68,65586.65,51908.376923076925,43983.32
966,26,21101.409999999996,11891.883846153845,37613.93,58715.34,49505.81384615383,43277.87
967,26,25254.939999999995,12560.538846153842,37893.76,63148.7,50454.29884615385,44126.66
968,26,23658.68,12140.125769230766,37950.12,61608.8,50090.24576923077,43911.94
969,26,21267.75,11806.990000000003,37447.59,58715.34,49254.58000000001,43840.75
971,26,22238.53,12224.657307692307,37893.76,60132.29,50118.4173076923,43840.75
983,26,15777.43,9847.758846153843,35691.55,51468.98,45539.30884615386,41139.08
985,26,18598.660000000003,10587.94538461539,37447.59,56046.25,48035.53538461538,42455.23
986,26,16728.83,10410.876153846159,37447.59,54176.42,47858.46615384616,43277.87
989,26,21783.92,11379.761153846152,38348.37,60132.29,49728.13115384616,43840.75
995,26,16968.049999999996,10541.760384615382,38233.91,55201.96,48775.67038461538,43840.75
1169,26,24588.839999999997,14123.17461538462,79699.56,104288.4,93822.73461538462,88573.8
1172,26,23335.33,17499.838461538464,81919.95,105255.28,99419.78846153847,92531.65
1177,26,20348.97,12726.736923076922,76471.19,96820.16,89197.92692307693,84909.8
1201,26,502448.22000000003,253489.99807692308,439984.91,942433.13,693474.9080769231,536008.31
1230,26,546233.06,237674.81884615385,334076.69,880309.75,571751.5088461539,372678.72
1316,26,23474.170000000006,10629.68807692308,55833.13,79307.3,66462.81807692308,61608.8
1855,26,11633.979999999996,7000.861923076921,31713.61,43347.59,38714.471923076926,36793.67
2135,26,439417.66,263043.30769230763,460679.59,900097.25,723722.8976923077,536008.31
2143,26,479064.34,238833.70230769232,421032.91,900097.25,659866.6123076922,477494.09
2299,26,183190.93999999994,86209.50999999995,300178.03,483368.97,386387.54,331208.34
1722,26,758780.9,376621.2938461539,67012.48,825793.38,443633.77384615387,73981.77
1834,26,11140.41,7694.562692307693,28263.01,39403.42,35957.57269230769,33403.16
1840,26,12587.46,7578.424230769229,31040.83,43628.29,38619.254230769235,36473.41
1845,26,14060.79,8026.183846153845,30794.08,44854.87,38820.263846153844,35949.24
1858,26,12355.009999999998,6773.149615384615,31628.31,43983.32,38401.45961538462,36686.43
2106,26,734412.41,366832.82000000007,58599.84,793012.25,425432.66000000003,70346.52
1482,26,860513.18,435419.3876923077,81919.95,942433.13,517339.33769230783,105255.28
1626,26,620700.51,347751.2403846154,63411.8,684112.31,411163.0403846154,70663.95
2058,26,304787.06999999995,222815.873076923,684112.31,988899.38,906928.183076923,900097.25
1384,25,589424.38,260560.30519999994,399475.0,988899.38,660035.3052000001,439984.91
1933,25,195887.13,167539.81079999998,793012.25,988899.38,960552.0607999999,900097.25
2203,25,268448.16,117574.59839999996,466154.09,734602.25,583728.6884,515003.19
232,25,553807.0,204300.758,435092.38,988899.38,639393.1379999999,508356.06
280,25,521403.97,182231.35640000005,339960.47,861364.44,522191.8264,383721.19
1624,25,569754.41,240472.50160000005,372678.72,942433.13,613151.2215999999,425619.72
1934,25,207830.88,186392.7136,734602.25,942433.13,920994.9636,861364.44
38,25,114781.66999999998,31590.892400000008,52409.35,167191.02,84000.2424,58599.84
77,25,45544.16,24985.149200000003,129670.22,175214.38,154655.36920000002,143283.25
84,25,61108.76999999999,26876.164400000005,136685.03,197793.8,163561.1944,151772.23
176,25,657246.51,152957.31840000002,120320.87,777567.38,273278.1884,134609.98
1152,25,22006.67,12533.5556,89051.75,111058.42,101585.3056,98234.78
1205,25,492333.38,197832.6604,450099.75,942433.13,647932.4103999999,521823.06
1216,25,605178.19,281916.8112,383721.19,988899.38,665638.0011999999,439984.91
1238,25,487619.0999999999,218464.12319999997,477494.09,965113.19,695958.2132000001,536008.31
1267,25,405027.44999999995,142774.93839999998,78341.52,483368.97,221116.4584,86707.14
1337,25,72097.78000000001,27166.844000000005,93571.2,165668.98,120738.04399999998,103024.17
1342,25,103499.07999999999,45550.42999999999,145616.44,249115.52,191166.87,162702.02
1343,25,103499.07999999999,45550.42999999999,145616.44,249115.52,191166.87,162702.02
1916,25,33178.43000000001,19705.703600000004,79699.56,112877.99,99405.2636,89292.48
2197,25,439417.66,169104.13759999993,460679.59,900097.25,629783.7276,508356.06
2293,25,251822.0,89264.2392,314954.38,566776.38,404218.6192000001,358884.03
1532,25,47491.67000000001,25934.165200000003,87631.56,135123.23,113565.72520000002,97664.48
20,25,16588.439999999995,10539.621999999998,38405.8,54994.24,48945.42199999999,43557.83
962,25,27728.549999999996,12949.5792,39283.93,67012.48,52233.50920000001,44707.67
963,25,28277.57,13169.718399999996,39765.37,68042.94,52935.08840000001,45002.86
987,25,12932.939999999999,8992.531599999998,31628.31,44561.25,40620.8416,36901.41
1077,25,14469.93,9487.5828,35640.36,50110.29,45127.942800000004,40883.72
1079,25,13688.239999999998,9694.968799999997,36157.48,49845.72,45852.4488,41332.29
1327,25,25234.999999999993,11498.374399999995,58369.98,83604.98,69868.3544,64212.57
1339,25,19911.890000000007,10050.852800000004,55833.13,75745.02,65883.9828,61608.8
1365,25,15533.399999999998,9996.2256,31628.31,47161.71,41624.5356,36686.43
1390,25,35784.17999999999,19015.495199999994,94364.8,130148.98,113380.2952,103969.71
1391,25,35784.17999999999,19015.495199999994,94364.8,130148.98,113380.2952,103969.71
1413,25,18056.259999999995,9835.102399999998,36526.48,54582.74,46361.5824,41526.96
2005,25,11843.64,7473.474400000001,35640.36,47484.0,43113.83440000001,41075.0
2136,25,507340.75,246092.7388,435092.38,942433.13,681185.1187999999,515003.19
2202,25,441919.48999999993,190288.08439999996,141578.7,583498.19,331866.7844,241163.34
2010,25,800254.6599999999,419249.0292,61109.78,861364.44,480358.80919999996,73296.59
42,25,895328.18,511857.6548,93571.2,988899.38,605428.8548,109291.9
522,25,884631.1,312832.1912,57802.03,942433.13,370634.22119999997,64212.57
714,25,804010.0299999999,287508.69039999996,57354.41,861364.44,344863.1004,67304.12
1674,25,889445.65,319978.074,52987.48,942433.13,372965.55400000006,66435.75
1818,25,915961.7799999999,356884.2528,49151.41,965113.19,406035.6628000001,57354.41
328,24,554888.25,178247.94499999998,387544.88,942433.13,565792.8250000001,435092.38
1000,24,437928.5,263266.22041666665,550970.88,988899.38,814237.1004166667,650520.19
1912,24,574735.22,284268.1920833334,346048.91,920784.13,630317.1020833334,387544.88
2008,24,567866.47,303962.20416666666,421032.91,988899.38,724995.1141666666,466154.09
70,24,46862.08,25562.884583333343,129194.73,176056.81,154757.61458333334,142142.66
74,24,54657.630000000005,31002.250416666673,133091.78,187749.41,164094.03041666668,153062.25
91,24,51844.17000000001,26616.341666666664,143859.97,195704.14,170476.31166666668,158434.67
78,24,50215.72999999998,29705.072083333333,135640.13,185855.86,165345.20208333334,151772.23
858,24,922890.56,380370.82499999995,66008.82,988899.38,446379.64499999996,72958.16
1006,24,71403.62000000001,34094.38458333334,118276.26,189679.88,152370.64458333334,132592.78
1007,24,71403.62000000001,34094.38458333334,118276.26,189679.88,152370.64458333334,132592.78
1137,24,29587.04,12443.071249999999,53378.87,82965.91,65821.94125,59298.73
1219,24,488685.72,248464.0066666667,372678.72,861364.44,621142.7266666667,425619.72
1772,24,33474.64,20116.870833333338,77583.78,111058.42,97700.65083333333,85352.86
26,24,12425.590000000004,7779.64666666667,40756.99,53182.58,48536.63666666668,45907.83
1310,24,26374.850000000006,11466.024583333337,56803.11,83177.96,68269.13458333333,62628.1
1330,24,19051.100000000006,9645.129166666668,56693.92,75745.02,66339.04916666666,62499.11
1358,24,15878.179999999997,8334.193749999999,31123.74,47001.92,39457.93375,36262.32
1360,24,13480.050000000003,8700.412916666666,31971.61,45451.66,40672.02291666667,37009.64
1406,24,15948.700000000004,8055.073750000003,35335.6,51284.3,43390.673749999994,40505.41
1408,24,18622.28,8434.012916666667,36579.68,55201.96,45013.692916666674,41920.75
1412,24,19045.0,9547.617500000002,35949.24,54994.24,45496.857500000006,41075.0
1415,24,17159.149999999994,8370.308749999998,37118.37,54277.52,45488.67875,42186.62
1426,24,16234.369999999995,8187.387499999998,38348.37,54582.74,46535.75750000001,43417.48
1717,24,14317.450000000004,8083.453750000004,37337.34,51654.79,45420.793750000004,42455.23
2187,24,428339.91,188046.63041666662,471757.34,900097.25,659803.9704166666,536008.31
2188,24,439595.9000000001,169503.9616666667,403612.41,843208.31,573116.3716666667,450099.75
1700,24,12770.05,7533.400416666666,32232.81,45002.86,39766.21041666667,37392.4
618,24,936869.6,298338.5283333333,52029.78,988899.38,350368.30833333335,63148.7
1770,24,933172.29,352161.59,55727.09,988899.38,407888.68,64212.57
1866,24,837726.68,427285.86083333334,62370.57,900097.25,489656.43083333335,79896.98
1914,24,931321.9,376643.33708333335,57577.48,988899.38,434220.8170833333,70504.91
2162,24,431059.3499999999,248856.3920833333,430305.09,861364.44,679161.4820833333,495554.03
2163,24,543913.25,212216.05833333335,444986.13,988899.38,657202.1883333334,566776.38
2166,24,492333.38,191202.90333333332,450099.75,942433.13,641302.6533333333,536008.31
1048,23,303762.80999999994,207855.6904347826,661350.38,965113.19,869206.0704347827,734602.25
1432,23,452891.06999999995,217267.46739130426,536008.31,988899.38,753275.7773913045,672541.69
131,23,25422.410000000003,15210.590434782607,88573.8,113996.21,103784.39043478259,97948.88
1206,23,397592.69,198142.0247826087,395419.56,793012.25,593561.5847826088,435092.38
76,23,42296.97,26843.43260869565,134609.98,176906.95,161453.41260869565,151772.23
139,23,23091.910000000003,15384.955217391309,89051.75,112143.66,104436.7052173913,99982.53
230,23,63466.46,19629.51826086956,41788.82,105255.28,61418.33826086957,50110.29
279,23,16669.53,8846.340434782609,31971.61,48641.14,40817.95043478261,37063.94
570,23,836420.45,330160.1986956521,63676.8,900097.25,393836.9986956522,70504.91
1207,23,435744.72,206298.49130434784,425619.72,861364.44,631918.211304348,471757.34
1217,23,492230.18999999994,217366.87043478264,369134.25,861364.44,586501.1204347827,421032.91
1628,23,37781.78999999999,20818.19913043478,80494.47,118276.26,101312.66913043476,89051.75
2110,23,30542.5,17588.70260869565,82335.49,112877.99,99924.19260869564,91261.14
2111,23,30542.5,17588.70260869565,82335.49,112877.99,99924.19260869564,91261.14
34,23,13111.21,8730.854782608692,41267.73,54378.94,49998.58478260869,46371.55
1088,23,191188.22999999998,71138.8747826087,102094.18,293282.41,173233.05478260867,114373.48
1229,23,566143.04,217337.58130434775,376290.09,942433.13,593627.6713043479,455329.53
1233,23,538820.72,218939.135652174,403612.41,942433.13,622551.5456521738,450099.75
1326,23,29361.180000000008,13325.58434782609,48980.34,78341.52,62305.9243478261,54378.94
1349,23,16609.920000000002,7448.306521739129,30712.49,47322.41,38160.796521739125,35845.82
1367,23,14322.120000000003,8207.422173913044,31971.61,46293.73,40179.03217391305,37009.64
1375,23,13587.230000000003,8002.443913043479,32320.6,45907.83,40323.043913043475,37447.59
1423,23,15429.130000000005,7292.0413043478275,37558.35,52987.48,44850.39130434783,42590.57
1461,23,10436.949999999997,7028.909565217391,38120.0,48556.95,45148.90956521739,43277.87
1477,23,12881.379999999997,9161.161739130433,42320.58,55201.96,51481.74173913044,47322.41
1493,23,12064.480000000003,8013.872608695652,26283.89,38348.37,34297.76260869565,31458.76
1525,23,14580.589999999997,8376.91913043478,34060.55,48641.14,42437.46913043479,39283.93
1685,23,11246.690000000002,7732.289130434782,30150.32,41397.01,37882.60913043479,35234.91
1921,23,195887.13,152569.99913043476,793012.25,988899.38,945582.2491304346,880309.75
1227,23,601354.5,206877.91086956518,387544.88,988899.38,594422.7908695653,430305.09
1838,23,12133.48,7617.32608695652,30389.34,42522.82,38006.666086956524,36053.13
